OrderID,City,State
CA-2015-130274,Appleton,Wisconsin
CA-2018-158386,Richmond,Kentucky
CA-2016-111507,Bellevue,Washington
CA-2018-120761,Long Beach,New York
CA-2017-109176,Philadelphia,Pennsylvania
CA-2016-112116,Seattle,Washington
CA-2017-126809,Seattle,Washington
CA-2015-105172,San Francisco,California
CA-2018-107293,Seattle,Washington
US-2018-102890,New York City,New York
CA-2016-158554,Philadelphia,Pennsylvania
CA-2015-116239,Columbia,South Carolina
CA-2016-132101,Seattle,Washington
CA-2016-129112,Allen,Texas
US-2018-152002,Los Angeles,California
CA-2018-165029,Atlanta,Georgia
US-2015-157385,Los Angeles,California
CA-2015-101602,El Paso,Texas
CA-2017-109057,Aurora,Illinois
CA-2017-154403,Florence,Alabama
CA-2017-102456,New York City,New York
CA-2016-131338,New York City,New York
CA-2017-109911,Virginia Beach,Virginia
US-2017-132423,Grapevine,Texas
CA-2016-122826,Olympia,Washington
CA-2015-117317,Los Angeles,California
CA-2016-118423,Peoria,Illinois
CA-2018-149181,Columbus,Ohio
CA-2018-132234,New York City,New York
CA-2018-158876,Carrollton,Texas
CA-2017-164672,Dover,Delaware
US-2017-132857,Smyrna,Tennessee
CA-2018-116645,Newark,Delaware
US-2017-115819,Los Angeles,California
CA-2015-156349,Los Angeles,California
CA-2018-138380,Oakland,California
US-2017-113509,Philadelphia,Pennsylvania
CA-2016-130022,Eagan,Minnesota
US-2017-118780,New York City,New York
CA-2018-108560,Kent,Washington
CA-2016-157084,Los Angeles,California
CA-2016-164539,New York City,New York
CA-2016-143119,Lafayette,Louisiana
CA-2018-101049,Cleveland,Ohio
CA-2017-106530,Cleveland,Ohio
CA-2015-168984,Tigard,Oregon
CA-2017-157266,Washington,District of Columbia
US-2015-134712,Skokie,Illinois
CA-2016-111829,Seattle,Washington
CA-2016-105221,Philadelphia,Pennsylvania
CA-2016-120341,Philadelphia,Pennsylvania
CA-2015-135699,San Francisco,California
US-2018-132444,Seattle,Washington
CA-2015-127159,Milwaukee,Wisconsin
CA-2018-161809,Los Angeles,California
CA-2018-127285,Seattle,Washington
CA-2018-144526,Philadelphia,Pennsylvania
CA-2017-128531,Dallas,Texas
US-2016-157154,New York City,New York
CA-2018-159457,Houston,Texas
CA-2017-107615,North Las Vegas,Nevada
CA-2018-111647,Plano,Texas
CA-2016-150560,Suffolk,Virginia
CA-2016-143077,Houston,Texas
CA-2017-122728,San Francisco,California
CA-2015-122882,Philadelphia,Pennsylvania
US-2017-101497,Los Angeles,California
CA-2017-147585,San Francisco,California
CA-2018-149489,Philadelphia,Pennsylvania
CA-2018-143798,Philadelphia,Pennsylvania
CA-2015-142839,Philadelphia,Pennsylvania
CA-2018-129833,Indianapolis,Indiana
US-2017-154361,Columbus,Ohio
US-2017-158708,Plano,Texas
CA-2016-156335,Bayonne,New Jersey
CA-2016-148376,Los Angeles,California
CA-2015-135657,Seattle,Washington
CA-2016-114069,New York City,New York
CA-2015-139857,San Diego,California
CA-2017-106306,Glendale,Arizona
CA-2016-100545,Philadelphia,Pennsylvania
CA-2018-123491,San Francisco,California
CA-2016-145401,Houston,Texas
US-2018-124968,Chicago,Illinois
CA-2018-104003,San Francisco,California
CA-2017-154788,New York City,New York
CA-2017-169943,New York City,New York
US-2016-123218,Chicago,Illinois
CA-2016-127453,Philadelphia,Pennsylvania
US-2018-164056,Dublin,Ohio
CA-2017-106894,Springfield,Virginia
CA-2015-125136,Fayetteville,North Carolina
US-2017-131149,Dallas,Texas
CA-2018-101483,Jacksonville,North Carolina
CA-2016-130204,San Francisco,California
CA-2015-110527,San Diego,California
CA-2018-152807,Philadelphia,Pennsylvania
CA-2015-133270,Rochester,New York
CA-2017-155670,Jacksonville,North Carolina
US-2015-157406,Houston,Texas
CA-2016-139094,San Antonio,Texas
CA-2018-168837,Oakland,California
CA-2018-116715,San Francisco,California
CA-2016-135622,Fort Worth,Texas
US-2016-107349,Houston,Texas
CA-2015-139017,Houston,Texas
CA-2015-141817,Philadelphia,Pennsylvania
CA-2016-130785,San Diego,California
CA-2017-110254,Suffolk,Virginia
US-2015-158057,Greensboro,North Carolina
CA-2018-146024,Dallas,Texas
CA-2017-129686,Chicago,Illinois
CA-2015-118976,Baltimore,Maryland
CA-2016-105347,Los Angeles,California
CA-2017-124667,New York City,New York
CA-2016-111094,Franklin,Massachusetts
CA-2018-166317,Milwaukee,Wisconsin
CA-2016-154326,Kenosha,Wisconsin
CA-2015-102008,New York City,New York
CA-2015-120474,Madison,Wisconsin
CA-2015-104773,Houston,Texas
CA-2017-140774,Olathe,Kansas
US-2018-139465,New York City,New York
CA-2017-100965,San Jose,California
CA-2017-121034,Dallas,Texas
CA-2017-149461,Auburn,Washington
CA-2018-158379,Philadelphia,Pennsylvania
US-2017-116729,Los Angeles,California
CA-2017-164938,Tulsa,Oklahoma
CA-2017-165484,Chicago,Illinois
CA-2015-132612,Harrisonburg,Virginia
US-2018-161193,Newark,Ohio
CA-2016-131597,Los Angeles,California
CA-2016-164833,Seattle,Washington
CA-2016-125423,Los Angeles,California
US-2015-130379,Chicago,Illinois
CA-2017-168956,Chicago,Illinois
CA-2017-167507,Redmond,Oregon
CA-2017-109344,Raleigh,North Carolina
US-2016-140851,Macon,Georgia
CA-2015-103373,Cleveland,Ohio
CA-2018-145884,Muskogee,Oklahoma
CA-2016-131422,Monroe,North Carolina
CA-2018-162691,Austin,Texas
CA-2015-141278,Meriden,Connecticut
CA-2018-122693,Roswell,Georgia
CA-2015-117345,Charlotte,North Carolina
CA-2017-157763,Bowling Green,Kentucky
CA-2016-135391,San Antonio,Texas
US-2018-113852,Seattle,Washington
US-2018-158512,Washington,District of Columbia
CA-2018-128370,Los Angeles,California
CA-2016-160472,South Bend,Indiana
CA-2015-114643,Los Angeles,California
US-2018-158218,Houston,Texas
CA-2016-121608,Bristol,Connecticut
US-2018-121251,New York City,New York
CA-2015-151078,San Antonio,Texas
US-2017-100839,Aurora,Colorado
US-2018-116659,Newark,Ohio
CA-2018-118857,Henderson,Nevada
CA-2016-127110,Philadelphia,Pennsylvania
CA-2017-148201,Seattle,Washington
CA-2015-116932,San Francisco,California
CA-2018-142888,Spokane,Washington
CA-2015-147914,Columbus,Ohio
US-2017-112977,Long Beach,New York
CA-2018-112039,San Antonio,Texas
CA-2018-118885,Los Angeles,California
US-2018-166611,Jacksonville,Florida
CA-2016-109512,New York City,New York
CA-2017-118570,Philadelphia,Pennsylvania
CA-2018-154718,Keller,Texas
CA-2017-147578,San Francisco,California
CA-2015-140165,Hialeah,Florida
CA-2015-142587,Fairfield,Ohio
CA-2015-157623,Huntington Beach,California
CA-2018-145310,Port Orange,Florida
CA-2017-100083,Medford,Oregon
US-2018-108063,Charlottesville,Virginia
CA-2016-109197,Missoula,Montana
CA-2018-141789,Minneapolis,Minnesota
CA-2015-169775,Miami,Florida
CA-2017-140543,Florence,South Carolina
CA-2017-151141,Detroit,Michigan
CA-2018-167094,Springfield,Oregon
CA-2018-154410,Indianapolis,Indiana
US-2017-150567,Apopka,Florida
CA-2016-157959,Los Angeles,California
CA-2018-105886,Oceanside,New York
CA-2017-105963,Los Angeles,California
CA-2018-121503,Houston,Texas
CA-2015-103366,Roswell,Georgia
CA-2018-124597,Boynton Beach,Florida
CA-2016-105634,Franklin,Massachusetts
CA-2016-123673,Detroit,Michigan
US-2018-111423,Watertown,New York
CA-2016-125178,Reading,Pennsylvania
CA-2017-156685,Arlington,Texas
CA-2018-126865,San Diego,California
CA-2018-102834,San Francisco,California
US-2017-139710,Los Angeles,California
CA-2018-121538,Denver,Colorado
US-2018-101539,Seattle,Washington
CA-2017-152121,Scottsdale,Arizona
CA-2018-161200,Lafayette,Louisiana
CA-2018-101245,San Francisco,California
CA-2016-141768,San Francisco,California
CA-2017-112109,Broomfield,Colorado
CA-2018-144064,Quincy,Illinois
CA-2017-108581,Carrollton,Texas
CA-2018-157987,New York City,New York
CA-2018-110905,Springfield,Missouri
CA-2018-165841,Paterson,New Jersey
CA-2018-117485,Tulsa,Oklahoma
CA-2018-140242,Chicago,Illinois
CA-2015-148950,Chicago,Illinois
CA-2015-110408,Montgomery,Alabama
CA-2016-109939,Salem,Oregon
CA-2017-112669,Glendale,Arizona
CA-2016-119592,Columbus,Georgia
CA-2015-122749,Oklahoma City,Oklahoma
CA-2015-164721,Brentwood,California
CA-2017-147417,Columbus,Ohio
CA-2016-127509,Springfield,Missouri
CA-2018-111374,Philadelphia,Pennsylvania
CA-2018-133648,Springfield,Oregon
US-2018-147221,Houston,Texas
CA-2015-131905,Chesapeake,Virginia
CA-2018-166128,Pasadena,California
CA-2018-163510,Louisville,Kentucky
US-2018-143028,Lubbock,Texas
CA-2015-111150,Columbia,Missouri
CA-2018-165386,Chicago,Illinois
CA-2015-116407,Johnson City,Tennessee
CA-2016-155761,Houston,Texas
CA-2017-145905,Auburn,Alabama
CA-2016-113110,San Bernardino,California
CA-2017-168354,Providence,Rhode Island
US-2018-111241,Fresno,California
CA-2016-114237,Seattle,Washington
CA-2017-113516,Lancaster,California
CA-2016-117961,Leominster,Massachusetts
CA-2017-128923,Fort Worth,Texas
CA-2018-162481,Rochester,Minnesota
CA-2016-119214,Bozeman,Montana
CA-2016-122287,Peoria,Arizona
CA-2016-104493,San Diego,California
US-2018-158946,Lakewood,Ohio
CA-2015-129168,Houston,Texas
CA-2017-131835,Perth Amboy,New Jersey
CA-2016-142237,Philadelphia,Pennsylvania
CA-2017-136434,Richmond,Indiana
CA-2018-120376,Detroit,Michigan
CA-2015-106439,Los Angeles,California
CA-2016-133452,Pomona,California
CA-2017-146521,Philadelphia,Pennsylvania
US-2018-110996,Ontario,California
CA-2017-129693,Seattle,Washington
CA-2018-122504,Brentwood,California
CA-2015-131051,San Francisco,California
CA-2018-140676,Baltimore,Maryland
CA-2016-120103,Phoenix,Arizona
CA-2018-104647,Los Angeles,California
CA-2015-110352,Houston,Texas
CA-2017-140501,New York City,New York
CA-2016-139290,Rancho Cucamonga,California
CA-2018-166142,Wilmington,Delaware
CA-2015-145926,Moorhead,Minnesota
CA-2016-149678,Farmington,New Mexico
US-2016-164357,Wilmington,North Carolina
US-2017-146570,Jackson,Mississippi
CA-2018-124401,Portland,Oregon
US-2015-140116,Denver,Colorado
CA-2015-123295,Tucson,Arizona
CA-2018-167101,New York City,New York
US-2015-167633,Boynton Beach,Florida
US-2015-152723,Mesquite,Texas
CA-2016-164882,Redlands,California
CA-2016-159786,Rochester,New York
CA-2017-130267,Stockton,California
CA-2018-155460,Seattle,Washington
US-2018-168690,Ormond Beach,Florida
CA-2018-158246,Sunnyvale,California
CA-2018-167381,Lansing,Michigan
CA-2018-144862,Philadelphia,Pennsylvania
CA-2015-126032,Philadelphia,Pennsylvania
CA-2016-134859,Philadelphia,Pennsylvania
US-2015-114188,Dover,New Hampshire
CA-2016-156524,New York City,New York
CA-2016-122210,Philadelphia,Pennsylvania
CA-2016-156377,Grand Prairie,Texas
US-2018-157896,New York City,New York
CA-2015-159520,Long Beach,New York
CA-2017-155481,Philadelphia,Pennsylvania
US-2017-152051,York,Pennsylvania
CA-2015-141607,Concord,California
CA-2018-102771,New York City,New York
US-2018-139969,College Station,Texas
CA-2015-167360,Saint Louis,Missouri
CA-2016-123505,Quincy,Massachusetts
CA-2017-117282,New York City,New York
US-2017-120460,Dallas,Texas
CA-2017-111115,Los Angeles,California
CA-2015-124646,Minneapolis,Minnesota
CA-2018-148166,Deltona,Florida
CA-2017-159737,Chicago,Illinois
CA-2017-141019,Cincinnati,Ohio
CA-2017-101938,Oakland,California
CA-2018-166296,Manteca,California
CA-2017-154018,Laredo,Texas
CA-2018-117870,Kent,Ohio
US-2018-137491,San Angelo,Texas
CA-2015-152296,San Francisco,California
CA-2017-112025,Houston,Texas
CA-2016-132507,Houston,Texas
CA-2017-125738,Salt Lake City,Utah
CA-2017-128818,New York City,New York
CA-2018-124576,Salinas,California
CA-2017-101378,Huntsville,Alabama
CA-2018-143063,Columbus,Indiana
CA-2017-118913,Los Angeles,California
CA-2017-128412,Seattle,Washington
CA-2017-136483,Knoxville,Tennessee
CA-2015-163013,Montgomery,Alabama
CA-2016-135363,Philadelphia,Pennsylvania
US-2015-165659,Little Rock,Arkansas
CA-2016-138002,Seattle,Washington
CA-2016-128860,Lancaster,Pennsylvania
CA-2017-164350,Bristol,Tennessee
US-2015-103905,Aurora,Illinois
CA-2016-129854,New York City,New York
CA-2015-125556,Fairfield,Connecticut
CA-2017-162313,Lincoln Park,Michigan
CA-2018-107874,New York City,New York
CA-2018-129378,San Jose,California
CA-2015-151953,Jacksonville,Florida
CA-2018-130841,San Francisco,California
CA-2016-131884,Marion,Ohio
CA-2018-121909,Philadelphia,Pennsylvania
CA-2017-106383,Littleton,Colorado
CA-2018-130771,Austin,Texas
CA-2017-139157,New York City,New York
CA-2015-128055,San Francisco,California
CA-2018-157091,La Porte,Indiana
CA-2018-132122,Chicago,Illinois
CA-2016-123232,Portland,Oregon
CA-2018-104066,Burlington,Vermont
CA-2016-145849,Indianapolis,Indiana
CA-2017-122322,Provo,Utah
CA-2018-166849,Chicago,Illinois
CA-2017-146633,Los Angeles,California
US-2017-126893,Philadelphia,Pennsylvania
CA-2018-103380,Pasadena,California
CA-2016-116092,Los Angeles,California
CA-2017-117849,San Diego,California
CA-2016-169201,San Francisco,California
CA-2017-164091,Bangor,Maine
CA-2018-105214,San Francisco,California
CA-2016-117611,San Diego,California
US-2016-137960,New York City,New York
CA-2018-122994,Arlington,Virginia
CA-2017-131065,Atlanta,Georgia
CA-2018-149146,Monroe,North Carolina
CA-2018-137470,Seattle,Washington
CA-2018-105480,Rochester,New York
CA-2018-164917,Miami,Florida
CA-2016-102036,Seattle,Washington
CA-2016-142944,San Francisco,California
CA-2015-157882,Los Angeles,California
CA-2015-104283,Southaven,Mississippi
CA-2018-142622,Seattle,Washington
CA-2017-132143,Middletown,Connecticut
CA-2016-153108,New Castle,Indiana
CA-2017-112676,Murfreesboro,Tennessee
CA-2018-165687,Salem,Virginia
US-2018-112928,Toledo,Ohio
CA-2018-143343,Los Angeles,California
CA-2018-115154,Seattle,Washington
CA-2016-149342,Columbus,Georgia
CA-2016-130995,New York City,New York
CA-2018-127929,Middletown,Connecticut
CA-2016-113145,New York City,New York
CA-2015-162362,Midland,Michigan
CA-2017-106558,Columbus,Georgia
CA-2018-157931,Roswell,Georgia
CA-2017-115574,Chicago,Illinois
CA-2016-160794,Houston,Texas
CA-2018-116225,New York City,New York
US-2018-120418,Peoria,Arizona
CA-2018-122035,Sioux Falls,South Dakota
CA-2016-117828,Richmond,Virginia
CA-2018-165491,Seattle,Washington
CA-2016-109470,Henderson,Kentucky
CA-2016-105102,New York City,New York
CA-2018-138422,Fort Collins,Colorado
US-2016-147739,Philadelphia,Pennsylvania
CA-2017-155187,Los Angeles,California
CA-2018-169285,Lafayette,Indiana
CA-2015-140886,Clarksville,Tennessee
CA-2018-152695,Fairfield,Connecticut
CA-2015-110639,New York City,New York
CA-2015-121727,Columbus,Ohio
CA-2017-137736,Warner Robins,Georgia
US-2015-143231,Franklin,Massachusetts
US-2015-155894,Chicago,Illinois
CA-2017-119025,Milwaukee,Wisconsin
CA-2017-159373,San Antonio,Texas
CA-2018-109701,Los Angeles,California
CA-2016-111514,San Francisco,California
US-2015-148838,New York City,New York
CA-2018-136497,Columbus,Ohio
US-2017-108637,Waynesboro,Virginia
CA-2015-102295,Sacramento,California
CA-2018-123659,Clinton,Maryland
US-2017-129469,Fairfield,Ohio
CA-2018-155152,Warwick,Rhode Island
CA-2017-159940,Aurora,Illinois
CA-2018-119669,Smyrna,Georgia
US-2015-164616,Columbus,Ohio
CA-2016-148628,Thousand Oaks,California
CA-2017-118052,Lorain,Ohio
US-2018-117534,Fresno,California
CA-2016-145065,San Diego,California
US-2016-127040,New York City,New York
CA-2017-128111,Malden,Massachusetts
CA-2016-137897,New York City,New York
CA-2018-169264,San Francisco,California
CA-2018-147361,Florence,South Carolina
CA-2018-145877,Springfield,Missouri
US-2017-110170,Huntsville,Texas
CA-2018-108574,Los Angeles,California
CA-2018-144589,San Francisco,California
CA-2018-155985,San Francisco,California
CA-2015-162684,Philadelphia,Pennsylvania
CA-2016-142041,Los Angeles,California
CA-2015-151295,Los Angeles,California
CA-2017-156300,Milwaukee,Wisconsin
CA-2016-146087,Holyoke,Massachusetts
CA-2018-168655,Albuquerque,New Mexico
CA-2017-107202,Sparks,Nevada
CA-2018-159597,Coachella,California
CA-2017-155551,Elmhurst,Illinois
US-2018-147669,Fairfield,Ohio
CA-2017-169922,Arlington,Texas
CA-2018-100748,San Francisco,California
CA-2018-129805,Seattle,Washington
CA-2015-148586,New York City,New York
US-2018-112613,Houston,Texas
CA-2016-154746,Springfield,Virginia
CA-2018-140053,Farmington,New Mexico
CA-2015-164210,Louisville,Colorado
CA-2018-139948,Tampa,Florida
CA-2017-146934,Passaic,New Jersey
CA-2016-100573,Los Angeles,California
CA-2017-119165,Philadelphia,Pennsylvania
CA-2016-128027,North Charleston,South Carolina
CA-2017-140207,San Jose,California
CA-2018-140949,New York City,New York
CA-2018-138548,Plainfield,New Jersey
CA-2016-142419,Seattle,Washington
CA-2018-148691,New York City,New York
CA-2018-128755,Newport News,Virginia
US-2017-135923,Fayetteville,North Carolina
CA-2017-114972,Los Angeles,California
CA-2018-102750,Los Angeles,California
CA-2015-145212,New York City,New York
CA-2018-141992,Dallas,Texas
CA-2018-147956,Seattle,Washington
CA-2018-126067,Seattle,Washington
CA-2016-104514,Newark,Delaware
CA-2016-141040,New York City,New York
CA-2015-113579,Los Angeles,California
CA-2015-144624,Jamestown,New York
CA-2017-146206,Houston,Texas
CA-2015-136644,Mishawaka,Indiana
CA-2016-122371,San Diego,California
CA-2017-126935,San Francisco,California
US-2018-133781,Miami,Florida
CA-2018-131618,Skokie,Illinois
CA-2017-149482,San Francisco,California
CA-2015-143917,San Francisco,California
CA-2016-120397,Houston,Texas
CA-2018-163902,Los Angeles,California
CA-2017-136812,Oklahoma City,Oklahoma
CA-2016-102722,Monroe,Louisiana
CA-2018-155089,Tampa,Florida
CA-2017-124506,Chicago,Illinois
CA-2015-106572,Bowling Green,Ohio
CA-2015-128888,Houston,Texas
CA-2018-123134,Westfield,New Jersey
CA-2017-124352,Oklahoma City,Oklahoma
CA-2016-124541,Houston,Texas
CA-2015-108707,Fort Lauderdale,Florida
CA-2015-111500,Little Rock,Arkansas
US-2018-117723,Philadelphia,Pennsylvania
CA-2016-143238,La Quinta,California
CA-2016-168746,Cleveland,Ohio
CA-2016-113404,San Francisco,California
CA-2017-144792,Scottsdale,Arizona
CA-2015-164385,Philadelphia,Pennsylvania
US-2017-114174,Malden,Massachusetts
CA-2018-108070,San Jose,California
US-2016-128090,Phoenix,Arizona
CA-2018-101042,Henderson,Kentucky
CA-2017-155439,Columbia,South Carolina
CA-2017-118626,Tallahassee,Florida
CA-2016-111458,New York City,New York
US-2017-126844,Houston,Texas
US-2016-112508,Coral Springs,Florida
CA-2016-147788,Orem,Utah
CA-2016-144288,Nashville,Tennessee
CA-2016-110632,New York City,New York
CA-2018-109589,Bowling Green,Kentucky
CA-2018-123967,Bellingham,Washington
CA-2018-148929,New York City,New York
CA-2018-134404,Newark,Ohio
CA-2018-109778,Woodstock,Illinois
CA-2017-155845,Carrollton,Texas
CA-2018-145128,Lafayette,Indiana
CA-2015-129091,Columbus,Georgia
US-2015-155502,Alexandria,Virginia
CA-2016-121041,Haltom City,Texas
CA-2018-131695,New York City,New York
CA-2017-137729,Los Angeles,California
US-2017-115455,Wheeling,Illinois
CA-2018-128300,Summerville,South Carolina
CA-2018-149048,Columbus,Indiana
CA-2018-108553,New York City,New York
CA-2017-165848,New York City,New York
CA-2015-112718,Jacksonville,Florida
CA-2017-154053,San Diego,California
CA-2015-127446,Arlington,Texas
CA-2017-137204,Los Angeles,California
CA-2015-147298,Los Angeles,California
CA-2018-147942,San Francisco,California
CA-2018-115931,Carlsbad,New Mexico
CA-2015-164861,Saint Louis,Missouri
CA-2018-127180,New York City,New York
US-2018-165344,Springfield,Ohio
CA-2016-168186,Tulsa,Oklahoma
US-2018-110604,Seattle,Washington
CA-2016-116750,Fayetteville,North Carolina
CA-2016-162369,Los Angeles,California
CA-2018-108441,New York City,New York
CA-2016-169740,Hot Springs,Arkansas
CA-2017-124051,Aurora,Illinois
CA-2017-149111,Raleigh,North Carolina
CA-2015-131002,Tulsa,Oklahoma
US-2017-146794,Hesperia,California
CA-2018-112515,Provo,Utah
CA-2017-150343,San Francisco,California
CA-2016-135538,Gilbert,Arizona
CA-2018-123372,New York City,New York
CA-2018-159604,Springfield,Missouri
CA-2017-164784,Memphis,Tennessee
CA-2017-111794,Amarillo,Texas
US-2016-139759,Los Angeles,California
CA-2015-126403,Lowell,Massachusetts
CA-2018-136875,San Diego,California
CA-2018-132185,Asheville,North Carolina
US-2015-160780,Pueblo,Colorado
CA-2018-127026,Jackson,Michigan
CA-2018-137085,Los Angeles,California
CA-2017-133123,Thomasville,North Carolina
US-2017-128195,Peoria,Illinois
CA-2016-153220,Los Angeles,California
CA-2015-123064,Chicago,Illinois
CA-2018-156412,Philadelphia,Pennsylvania
US-2017-144211,Englewood,Colorado
CA-2017-138079,Seattle,Washington
CA-2015-143182,Hialeah,Florida
CA-2017-161662,Lancaster,Ohio
CA-2015-145317,Jacksonville,Florida
CA-2015-143413,Baltimore,Maryland
CA-2018-156818,New York City,New York
CA-2018-155873,Carlsbad,New Mexico
CA-2016-121797,Los Angeles,California
US-2016-120572,Jacksonville,Florida
CA-2018-132430,Lakewood,Ohio
CA-2018-146031,Troy,New York
CA-2015-110100,Wilmington,North Carolina
CA-2016-103723,Seattle,Washington
CA-2015-127187,New York City,New York
CA-2018-128475,Columbus,Georgia
CA-2015-100006,New York City,New York
CA-2018-144827,Costa Mesa,California
CA-2015-110030,Houston,Texas
CA-2015-121286,Cary,North Carolina
CA-2017-164735,Alexandria,Virginia
CA-2015-153479,Vallejo,California
CA-2018-149888,Philadelphia,Pennsylvania
CA-2018-119193,Toledo,Ohio
CA-2018-104801,Seattle,Washington
CA-2015-107594,Plainfield,New Jersey
CA-2016-129770,Las Cruces,New Mexico
CA-2016-115798,Newark,Delaware
CA-2018-122707,Hoover,Alabama
CA-2017-165015,Newark,Ohio
CA-2015-149244,San Diego,California
CA-2016-140144,San Francisco,California
CA-2018-163321,Jacksonville,North Carolina
CA-2015-155887,Franklin,Massachusetts
US-2016-165449,Frisco,Texas
CA-2016-110247,Tallahassee,Florida
US-2015-141257,Seattle,Washington
CA-2015-154669,Vacaville,California
CA-2015-158029,Los Angeles,California
CA-2016-155306,San Francisco,California
CA-2017-127775,New York City,New York
CA-2017-146171,Columbus,Georgia
CA-2015-129574,Murray,Utah
CA-2018-126536,San Francisco,California
CA-2018-165757,Philadelphia,Pennsylvania
CA-2018-167752,Philadelphia,Pennsylvania
US-2016-122140,Dallas,Texas
CA-2017-163986,Waukesha,Wisconsin
CA-2018-158967,Fort Lauderdale,Florida
CA-2017-131576,Detroit,Michigan
CA-2018-143455,Springfield,Ohio
CA-2017-144729,San Diego,California
CA-2016-127019,Colorado Springs,Colorado
CA-2016-138534,Bakersfield,California
CA-2018-108322,Pompano Beach,Florida
CA-2018-167668,New York City,New York
CA-2018-146724,Lakeville,Minnesota
CA-2017-139878,Detroit,Michigan
US-2017-106677,Philadelphia,Pennsylvania
CA-2017-116974,Troy,Ohio
CA-2016-149972,Los Angeles,California
US-2015-117744,Corpus Christi,Texas
CA-2015-125514,Omaha,Nebraska
CA-2015-154599,Redondo Beach,California
CA-2018-158743,Little Rock,Arkansas
CA-2017-153318,Miami,Florida
US-2016-110163,Salem,Oregon
CA-2018-143329,Las Cruces,New Mexico
CA-2016-159380,San Francisco,California
CA-2016-122623,El Paso,Texas
CA-2016-148635,Seattle,Washington
CA-2016-135685,Milwaukee,Wisconsin
CA-2016-104626,Franklin,Massachusetts
CA-2017-160500,Encinitas,California
CA-2017-100202,Anaheim,California
CA-2018-131016,Arlington,Texas
US-2015-112914,Houston,Texas
CA-2017-124149,Lancaster,Ohio
CA-2015-148915,Portland,Oregon
CA-2018-134649,Hoover,Alabama
CA-2018-110842,Los Angeles,California
CA-2017-147368,Tallahassee,Florida
US-2016-104185,New York City,New York
US-2015-125521,Chesapeake,Virginia
US-2018-135062,Fayetteville,North Carolina
CA-2018-135650,Huntsville,Texas
CA-2018-112865,Philadelphia,Pennsylvania
US-2017-162852,Woodstock,Illinois
CA-2018-138163,Everett,Massachusetts
CA-2018-152093,Chicago,Illinois
CA-2018-157854,Roswell,Georgia
CA-2017-123617,Palm Coast,Florida
US-2017-128293,Philadelphia,Pennsylvania
CA-2018-107342,Columbus,Indiana
CA-2017-136371,Oceanside,New York
CA-2018-137344,Franklin,Massachusetts
CA-2018-169810,Sioux Falls,South Dakota
CA-2017-128594,San Diego,California
CA-2017-154690,Fayetteville,North Carolina
CA-2018-138975,Atlanta,Georgia
CA-2018-106537,Orlando,Florida
US-2018-103828,San Francisco,California
CA-2017-115588,Toledo,Ohio
CA-2018-143861,Saint Petersburg,Florida
CA-2015-148040,Tucson,Arizona
CA-2018-135167,Los Angeles,California
CA-2018-137022,San Diego,California
US-2018-102638,New York City,New York
US-2017-167339,San Diego,California
CA-2017-152072,Westfield,New Jersey
CA-2017-102932,Orange,New Jersey
CA-2015-165540,Woodstock,Illinois
CA-2017-130799,San Francisco,California
CA-2017-164483,San Francisco,California
US-2017-159856,Tempe,Arizona
CA-2018-102099,Los Angeles,California
CA-2018-164049,Seattle,Washington
CA-2015-142727,Lake Charles,Louisiana
CA-2018-139913,Rochester,New York
CA-2015-169033,Long Beach,New York
US-2017-164630,Charlotte,North Carolina
US-2016-114839,Houston,Texas
CA-2016-166464,New York City,New York
CA-2018-124898,Columbus,Georgia
CA-2017-164035,Chicago,Illinois
CA-2017-153577,Highland Park,Illinois
CA-2015-127586,Seattle,Washington
CA-2018-121615,Eagan,Minnesota
CA-2018-166415,Seattle,Washington
CA-2016-118444,Coral Springs,Florida
CA-2015-113929,Hempstead,New York
CA-2016-134747,Noblesville,Indiana
CA-2018-155047,Dallas,Texas
CA-2017-160129,Philadelphia,Pennsylvania
CA-2018-164329,San Francisco,California
US-2016-141453,Austin,Texas
CA-2015-156993,Detroit,Michigan
CA-2015-157721,Watertown,New York
CA-2018-128629,Columbus,Georgia
CA-2018-158106,Apple Valley,Minnesota
US-2018-120390,Burlington,North Carolina
CA-2018-143434,Saginaw,Michigan
CA-2016-168564,San Francisco,California
US-2017-169040,Seattle,Washington
CA-2018-155880,Milwaukee,Wisconsin
CA-2018-126242,Los Angeles,California
CA-2017-166443,San Francisco,California
CA-2018-169859,San Diego,California
CA-2018-134915,Glendale,Arizona
CA-2017-153353,New York City,New York
CA-2018-123638,Watertown,New York
CA-2018-168900,Springfield,Ohio
CA-2016-158456,Los Angeles,California
CA-2018-143665,Seattle,Washington
CA-2018-137428,Oceanside,California
CA-2015-162866,Skokie,Illinois
CA-2018-167941,Fayetteville,North Carolina
CA-2018-111808,Tulsa,Oklahoma
CA-2016-137512,Allen,Texas
CA-2018-139773,Philadelphia,Pennsylvania
CA-2018-134607,Rochester,New York
CA-2015-109232,Mount Pleasant,South Carolina
CA-2016-139850,Philadelphia,Pennsylvania
CA-2015-131310,Seattle,Washington
US-2015-112872,Springfield,Oregon
CA-2017-139269,Columbus,Georgia
CA-2017-139010,Los Angeles,California
CA-2017-134376,New York City,New York
CA-2018-147291,Detroit,Michigan
CA-2017-112893,Stockton,California
US-2015-150532,Phoenix,Arizona
CA-2015-138317,Philadelphia,Pennsylvania
CA-2016-130610,Sterling Heights,Michigan
CA-2018-104381,Rochester,New York
